type,release_date,process_size_(nm),tdp_(w),die_size_(mm^2),transistors_(million),freq_(ghz),foundry,vendor,fp16_gflops,fp32_gflops,fp64_gflops,year
GPU,2011-05-30,40,20,79,292,900.0,TSMC,NVIDIA,19033.0610625,172.8,14.4,2011
GPU,2011-05-30,40,75,238,1170,775.0,TSMC,NVIDIA,19033.0610625,595.2,49.6,2011
CPU,2011-06-01,32,65,131,504,3100.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-06-06,40,244,520,3000,772.0,TSMC,NVIDIA,19033.0610625,1581.0,197.6,2011
GPU,2011-06-12,40,142,529,3100,475.0,TSMC,NVIDIA,19033.0610625,486.4,243.2,2011
CPU,2011-06-14,32,35,228,1178,1900.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-14,32,35,228,1178,1900.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-14,32,35,228,1178,2100.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-06-14,32,35,227,1178,593.0,TSMC,AMD,19033.0610625,189.8,1096.608262910798,2011
GPU,2011-06-14,32,unknown,227,1178,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-06-14,32,35,227,1178,400.0,TSMC,AMD,19033.0610625,128.0,1096.608262910798,2011
GPU,2011-06-14,32,unknown,227,1178,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-06-14,32,35,227,1178,444.0,TSMC,AMD,19033.0610625,213.1,1096.608262910798,2011
CPU,2011-06-14,32,35,228,1178,1400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-14,32,45,228,1178,1600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-14,32,35,228,1178,1500.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-14,32,45,228,1178,1800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-14,32,45,228,1178,1900.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-06-15,40,35,116,585,753.0,TSMC,NVIDIA,19033.0610625,289.0,24.08,2011
CPU,2011-06-19,32,17,131,504,1100.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-19,32,17,131,504,1200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-19,32,35,131,504,2100.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-19,32,35,131,504,2000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-19,32,35,131,504,1600.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-19,32,35,131,504,1500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-06-20,32,65,227,1178,600.0,TSMC,AMD,19033.0610625,480.0,1096.608262910798,2011
GPU,2011-06-20,32,65,227,1178,444.0,TSMC,AMD,19033.0610625,284.2,1096.608262910798,2011
GPU,2011-06-20,32,65,227,1178,444.0,TSMC,AMD,19033.0610625,142.1,1096.608262910798,2011
CPU,2011-06-26,32,130,239,1170,3333.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-06-28,40,75,332,1950,575.0,TSMC,NVIDIA,19033.0610625,772.8,64.4,2011
GPU,2011-06-28,40,100,332,1950,620.0,TSMC,NVIDIA,19033.0610625,952.3,79.36,2011
CPU,2011-06-30,32,65,228,1178,2400.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-30,32,65,228,1178,2100.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-30,32,100,228,1178,2900.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-06-30,32,100,228,1178,2600.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-07-01,32,17,131,504,1300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-07-01,45,65,117,410,3400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-07-01,32,17,131,504,1300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-07-01,32,35,131,504,1900.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-07-01,32,17,131,504,1200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-07-01,45,95,346,904,2700.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-07-02,40,19,59,292,650.0,TSMC,AMD,19033.0610625,104.0,1096.608262910798,2011
GPU,2011-07-02,40,35,238,1170,590.0,TSMC,NVIDIA,19033.0610625,339.8,28.32,2011
GPU,2011-07-04,40,39,104,627,550.0,TSMC,AMD,19033.0610625,352.0,1096.608262910798,2011
GPU,2011-07-04,40,39,104,627,550.0,TSMC,AMD,19033.0610625,352.0,1096.608262910798,2011
GPU,2011-07-08,40,300,255,1700,900.0,TSMC,AMD,19033.0610625,2016.0,1096.608262910798,2011
GPU,2011-07-12,40,100,166,1040,700.0,TSMC,AMD,19033.0610625,1120.0,1096.608262910798,2011
GPU,2011-07-12,40,100,212,1700,715.0,TSMC,AMD,19033.0610625,1602.0,1096.608262910798,2011
GPU,2011-07-25,40,225,529,3100,574.0,TSMC,NVIDIA,19033.0610625,1028.0,513.9,2011
GPU,2011-07-25,40,238,529,3100,574.0,TSMC,NVIDIA,19033.0610625,1028.0,513.9,2011
GPU,2011-07-25,40,225,520,3000,651.0,TSMC,NVIDIA,19033.0610625,1332.0,666.1,2011
GPU,2011-07-25,40,225,529,3100,651.0,TSMC,NVIDIA,19033.0610625,1166.0,582.8,2011
GPU,2011-07-25,40,231,529,3100,574.0,TSMC,NVIDIA,19033.0610625,1028.0,513.9,2011
GPU,2011-07-25,40,600,520,3000,574.0,TSMC,NVIDIA,19033.0610625,1176.0,587.8,2011
GPU,2011-07-25,40,225,520,3000,574.0,TSMC,NVIDIA,19033.0610625,1028.0,513.9,2011
GPU,2011-07-25,40,250,520,3000,651.0,TSMC,NVIDIA,19033.0610625,1332.0,666.1,2011
GPU,2011-07-25,40,225,529,3100,574.0,TSMC,NVIDIA,19033.0610625,1030.0,515.2,2011
GPU,2011-07-25,40,225,529,3100,574.0,TSMC,NVIDIA,19033.0610625,1030.0,515.2,2011
GPU,2011-07-25,40,247,520,3000,574.0,TSMC,NVIDIA,19033.0610625,1028.0,513.9,2011
GPU,2011-07-25,40,250,520,3000,651.0,TSMC,NVIDIA,19033.0610625,1332.0,666.1,2011
GPU,2011-07-25,40,238,529,3100,574.0,TSMC,NVIDIA,19033.0610625,1028.0,513.9,2011
GPU,2011-07-25,40,900,529,3100,574.0,TSMC,NVIDIA,19033.0610625,1028.0,513.9,2011
CPU,2011-08-01,45,45,117,234,2600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-08-15,40,18,75,450,508.0,TSMC,AMD,19033.0610625,81.28,1096.608262910798,2011
CPU,2011-08-17,32,65,228,1178,2100.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-08-17,32,100,228,1178,2600.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-08-22,40,18,75,unknown,1650.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-08-22,40,18,75,unknown,1300.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-08-22,40,9,75,unknown,1000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-08-25,40,75,212,1700,680.0,TSMC,AMD,19033.0610625,1306.0,1096.608262910798,2011
CPU,2011-09-01,32,35,149,624,2300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-01,32,35,149,624,2200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-01,32,35,149,624,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-01,32,35,149,624,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-01,32,35,149,624,2100.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,65,131,504,3000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,35,131,504,1600.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,35,131,504,2200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,35,131,504,2000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,55,216,1160,2700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,45,216,1160,2500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,65,131,504,2700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,45,216,1160,2500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,45,216,1160,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,65,131,504,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,95,216,1160,3000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,65,131,504,3400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,65,131,504,3300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,35,131,504,2600.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,35,131,504,2100.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,65,131,504,2700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,65,131,504,2500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,35,131,504,2300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-04,32,45,216,1160,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-07,32,65,228,1178,2700.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-07,32,65,228,1178,2500.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-09-07,32,65,228,1178,2400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-09-19,40,254,255,1700,800.0,TSMC,AMD,19033.0610625,1536.0,1096.608262910798,2011
GPU,2011-09-24,40,160,332,1950,779.0,TSMC,NVIDIA,19033.0610625,1046.0,87.19,2011
GPU,2011-09-24,40,160,332,1950,779.0,TSMC,NVIDIA,19033.0610625,1046.0,87.19,2011
GPU,2011-09-29,40,25,79,292,523.0,TSMC,NVIDIA,19033.0610625,100.4,8.368,2011
CPU,2011-10-01,32,35,149,624,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-01,32,35,149,624,2300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-01,32,17,149,624,1400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-01,32,35,149,624,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-02,32,17,131,504,1300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-02,32,35,131,504,2200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-10-05,40,62,238,1170,625.0,TSMC,NVIDIA,19033.0610625,480.0,40.0,2011
GPU,2011-10-11,40,39,118,716,650.0,TSMC,ATI,19033.0610625,416.0,1096.608262910798,2011
GPU,2011-10-11,40,unknown,118,716,1615.4307897071872,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-12,32,45,216,1160,2200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-12,32,45,216,1160,2200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-12,32,125,315,1200,3100.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-12,32,95,315,1200,3600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-12,32,95,315,1200,3300.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-12,32,95,315,1200,2800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-12,32,125,315,1200,3600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-10-24,32,95,216,1160,3500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-10-27,40,35,238,1170,525.0,TSMC,NVIDIA,19033.0610625,302.4,25.2,2011
GPU,2011-11-01,40,75,118,716,800.0,TSMC,AMD,19033.0610625,768.0,1096.608262910798,2011
CPU,2011-11-01,32,10,66,176,1867.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-11-01,32,65,227,1178,444.0,TSMC,AMD,19033.0610625,142.1,1096.608262910798,2011
CPU,2011-11-01,32,10,66,176,2133.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-01,32,10,66,176,1867.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-11-09,40,unknown,80,10,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-11-09,40,20,80,10,416.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,115,316,2400,2300.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,130,435,2270,3300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,100,228,1178,3000.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,100,228,1178,3000.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,115,316,2400,2100.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,85,316,2400,1600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,140,316,2400,2600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,130,435,2270,3200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-11-14,32,115,316,2400,2200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-11-18,55,25,73,242,600.0,TSMC,ATI,19033.0610625,96.0,1096.608262910798,2011
GPU,2011-11-20,55,65,135,378,796.0,TSMC,ATI,19033.0610625,191.0,1096.608262910798,2011
CPU,2011-11-21,32,15,131,504,1200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-11-29,40,150,520,3000,552.0,TSMC,NVIDIA,19033.0610625,847.9,106.0,2011
GPU,2011-11-29,40,210,520,3000,732.0,TSMC,NVIDIA,19033.0610625,1312.0,164.0,2011
GPU,2011-12-01,40,186,389,2640,750.0,TSMC,AMD,19033.0610625,1920.0,480.0,2011
GPU,2011-12-01,40,12,79,292,738.0,TSMC,NVIDIA,19033.0610625,141.7,11.81,2011
CPU,2011-12-01,32,7,66,176,1867.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-12-01,28,unknown,116,585,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-01,32,4,66,176,1600.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-12-01,40,12,79,292,475.0,TSMC,NVIDIA,19033.0610625,91.2,7.6,2011
GPU,2011-12-01,40,12,116,585,672.0,TSMC,NVIDIA,19033.0610625,129.0,10.75,2011
GPU,2011-12-01,28,12,116,585,625.0,TSMC,NVIDIA,19033.0610625,120.0,10.0,2011
GPU,2011-12-04,40,19,59,292,650.0,TSMC,AMD,19033.0610625,104.0,1096.608262910798,2011
GPU,2011-12-07,32,35,227,1178,400.0,TSMC,AMD,19033.0610625,256.0,1096.608262910798,2011
GPU,2011-12-07,32,35,227,1178,444.0,TSMC,AMD,19033.0610625,355.2,1096.608262910798,2011
GPU,2011-12-11,32,unknown,6,unknown,1615.4307897071872,Samsung,Sony,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-12-11,32,4,6,unknown,200.0,Samsung,Sony,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-12-11,55,55,146,514,600.0,TSMC,ATI,19033.0610625,384.0,1096.608262910798,2011
CPU,2011-12-12,32,35,131,504,1800.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,35,228,1178,2000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,45,228,1178,2200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,65,228,1178,2800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,35,228,1178,1500.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,35,228,1178,1800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,45,228,1178,1700.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,45,228,1178,2000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,65,228,1178,2500.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,100,228,1178,3000.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,65,228,1178,2200.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,35,228,1178,1600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
CPU,2011-12-20,32,100,228,1178,2700.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-12-22,28,unknown,352,4313,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2011
GPU,2011-12-22,28,250,352,4313,925.0,TSMC,AMD,19033.0610625,3789.0,947.2,2011
GPU,2011-12-25,40,20,118,716,725.0,TSMC,AMD,19033.0610625,696.0,1096.608262910798,2011
GPU,2012-02-15,28,unknown,123,1500,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-03-05,28,unknown,212,2800,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-03-22,28,unknown,116,585,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-03-22,28,unknown,118,1270,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-03-22,28,unknown,294,3540,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-04-01,22,unknown,94,392,1615.4307897071872,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-04-24,28,75,212,2800,700.0,TSMC,AMD,19033.0610625,1792.0,1096.608262910798,2012
GPU,2012-04-24,40,75,238,1170,720.0,TSMC,NVIDIA,19033.0610625,414.7,34.56,2012
GPU,2012-04-24,28,unknown,212,2800,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-04-24,28,unknown,123,1500,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-04-24,28,200,212,2800,850.0,TSMC,AMD,19033.0610625,2176.0,136.0,2012
GPU,2012-04-24,28,50,118,1270,797.0,TSMC,NVIDIA,19033.0610625,612.1,25.5,2012
GPU,2012-04-24,28,50,118,1270,875.0,TSMC,NVIDIA,19033.0610625,336.0,14.0,2012
GPU,2012-04-24,28,unknown,123,1500,1615.4307897071872,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-05-01,28,225,294,3540,745.0,TSMC,NVIDIA,19033.0610625,2289.0,95.36,2012
GPU,2012-05-02,40,204,520,3000,651.0,TSMC,NVIDIA,19033.0610625,1332.0,666.1,2012
GPU,2012-05-03,28,300,294,3540,915.0,TSMC,NVIDIA,19033.0610625,3130.0,130.4,2012
GPU,2012-05-04,40,32,116,585,753.0,TSMC,NVIDIA,19033.0610625,289.0,24.08,2012
GPU,2012-05-10,28,170,294,3540,915.0,TSMC,NVIDIA,19033.0610625,2634.0,109.8,2012
GPU,2012-05-14,22,45,133,1200,650.0,Intel,Intel,19033.0610625,320.0,80.0,2012
GPU,2012-05-14,22,45,133,1200,650.0,Intel,Intel,19033.0610625,256.0,64.0,2012
GPU,2012-05-14,22,unknown,133,1200,1615.4307897071872,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-05-14,22,unknown,133,1200,650.0,Intel,Intel,19033.0610625,268.8,67.2,2012
GPU,2012-05-15,32,17,246,1303,327.0,GlobalFoundries,AMD,19033.0610625,217.1,1096.608262910798,2012
GPU,2012-05-15,32,unknown,246,1303,1615.4307897071872,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-05-15,32,unknown,246,1303,1615.4307897071872,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-05-15,40,65,116,585,810.0,TSMC,NVIDIA,19033.0610625,311.0,25.92,2012
GPU,2012-05-15,40,49,116,585,700.0,TSMC,NVIDIA,19033.0610625,268.8,22.4,2012
GPU,2012-05-15,40,49,116,585,660.0,TSMC,NVIDIA,19033.0610625,126.7,10.56,2012
GPU,2012-05-15,32,35,246,1303,496.0,GlobalFoundries,AMD,19033.0610625,389.1,1096.608262910798,2012
GPU,2012-05-15,32,25,246,1303,360.0,GlobalFoundries,AMD,19033.0610625,381.7,1096.608262910798,2012
GPU,2012-05-15,32,35,246,1303,496.0,GlobalFoundries,AMD,19033.0610625,335.4,1096.608262910798,2012
GPU,2012-05-15,32,35,246,1303,686.0,GlobalFoundries,AMD,19033.0610625,526.8,1096.608262910798,2012
GPU,2012-06-01,28,35,118,1270,709.0,TSMC,NVIDIA,19033.0610625,272.3,11.34,2012
GPU,2012-06-01,28,100,294,3540,601.0,TSMC,NVIDIA,19033.0610625,1154.0,48.08,2012
GPU,2012-06-01,28,75,294,3540,654.0,TSMC,NVIDIA,19033.0610625,753.4,31.39,2012
GPU,2012-06-01,28,25,116,585,625.0,TSMC,NVIDIA,19033.0610625,240.0,20.0,2012
GPU,2012-06-01,28,45,118,1270,850.0,TSMC,NVIDIA,19033.0610625,326.4,13.6,2012
GPU,2012-06-01,40,35,116,585,660.0,TSMC,NVIDIA,19033.0610625,253.4,21.12,2012
GPU,2012-06-01,28,55,118,1270,745.0,TSMC,NVIDIA,19033.0610625,572.2,23.84,2012
GPU,2012-06-04,28,100,294,3540,719.0,TSMC,NVIDIA,19033.0610625,2038.0,84.9,2012
GPU,2012-06-05,28,65,118,1270,902.0,TSMC,NVIDIA,19033.0610625,692.7,28.86,2012
GPU,2012-06-06,32,100,246,1303,800.0,GlobalFoundries,AMD,19033.0610625,733.4,1096.608262910798,2012
GPU,2012-06-06,32,35,246,1303,496.0,GlobalFoundries,AMD,19033.0610625,263.4,1096.608262910798,2012
GPU,2012-06-06,40,18,75,450,276.0,TSMC,AMD,19033.0610625,44.16,1096.608262910798,2012
GPU,2012-06-06,32,65,246,1303,760.0,GlobalFoundries,AMD,19033.0610625,695.0,1096.608262910798,2012
GPU,2012-06-06,40,18,75,450,523.0,TSMC,AMD,19033.0610625,83.68,1096.608262910798,2012
GPU,2012-06-06,32,unknown,246,1303,1615.4307897071872,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-06-06,32,35,246,1303,480.0,GlobalFoundries,AMD,19033.0610625,167.7,1096.608262910798,2012
GPU,2012-06-06,32,unknown,246,1303,1615.4307897071872,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
GPU,2012-06-06,40,18,75,450,500.0,TSMC,AMD,19033.0610625,80.0,1096.608262910798,2012
GPU,2012-06-13,28,75,123,1500,750.0,TSMC,AMD,19033.0610625,768.0,48.0,2012
GPU,2012-06-13,40,50,57,260,589.0,TSMC,NVIDIA,19033.0610625,44.86,1096.608262910798,2012
GPU,2012-06-13,28,150,212,2800,950.0,TSMC,AMD,19033.0610625,2432.0,152.0,2012
GPU,2012-06-14,28,274,352,4313,975.0,TSMC,AMD,19033.0610625,3994.0,998.4,2012
GPU,2012-06-14,28,225,352,4313,900.0,TSMC,AMD,19033.0610625,3226.0,806.4,2012
GPU,2012-06-22,28,200,352,4313,850.0,TSMC,AMD,19033.0610625,3315.0,828.8,2012
GPU,2012-06-22,28,300,352,4313,1000.0,TSMC,AMD,19033.0610625,4301.0,1075.0,2012
GPU,2012-06-26,40,20,79,292,523.0,TSMC,NVIDIA,19033.0610625,100.4,8.368,2012
GPU,2012-06-27,28,33,123,1500,675.0,TSMC,AMD,19033.0610625,691.2,43.2,2012
GPU,2012-07-01,28,43,123,1500,800.0,TSMC,AMD,19033.0610625,1024.0,64.0,2012
GPU,2012-07-01,40,33,118,716,500.0,TSMC,AMD,19033.0610625,480.0,1096.608262910798,2012
GPU,2012-07-01,40,20,118,716,600.0,TSMC,AMD,19033.0610625,576.0,1096.608262910798,2012
GPU,2012-07-11,40,106,238,1170,783.0,TSMC,NVIDIA,19033.0610625,451.0,37.58,2012
GPU,2012-07-12,28,45,118,1270,900.0,TSMC,NVIDIA,19033.0610625,691.2,28.8,2012
GPU,2012-08-07,28,38,118,1270,706.0,TSMC,NVIDIA,19033.0610625,271.1,11.3,2012
GPU,2012-08-07,28,122,294,3540,706.0,TSMC,NVIDIA,19033.0610625,2169.0,90.37,2012
GPU,2012-08-07,28,100,294,3540,601.0,TSMC,NVIDIA,19033.0610625,1615.0,67.31,2012
GPU,2012-08-07,28,75,212,2800,825.0,TSMC,AMD,19033.0610625,1267.0,79.2,2012
GPU,2012-08-07,28,75,212,2800,825.0,TSMC,AMD,19033.0610625,1267.0,79.2,2012
CPU,2012-08-07,32,100,246,1303,3800.0,GlobalFoundries,AMD,19033.0610625,5403.009359050446,1096.608262910798,2012
