type,release_date,process_size_(nm),tdp_(w),die_size_(mm^2),transistors_(million),freq_(ghz),foundry,vendor,fp16_gflops,fp32_gflops,fp64_gflops,year,transistor_density
1,339,65.0,35.0,153.0,390.0,600.0,8,2,19033.0610625,144.0,1096.608262910798,2007.0,2.5490195911828786
1,339,65.0,20.0,85.0,180.0,525.0,8,2,19033.0610625,42.0,1096.608262910798,2007.0,2.117647033910035
1,340,65.0,65.0,60.0,54.0,1615.4307897071872,7,6,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.8999999850000003
0,340,65.0,75.0,143.0,291.0,3000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.0349650207345102
1,340,65.0,45.0,60.0,54.0,147.0,7,6,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.8999999850000003
0,340,65.0,65.0,143.0,291.0,2333.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.0349650207345102
0,340,65.0,65.0,143.0,291.0,2667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.0349650207345102
0,341,65.0,130.0,2143.0,582.0,3000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.27158189441363423
0,342,65.0,65.0,111.0,167.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.50450449095041
0,342,65.0,65.0,111.0,167.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.50450449095041
0,343,65.0,95.0,2143.0,582.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.27158189441363423
1,344,65.0,65.0,153.0,390.0,600.0,8,2,19033.0610625,144.0,1096.608262910798,2007.0,2.5490195911828786
1,344,65.0,65.0,153.0,390.0,800.0,8,2,19033.0610625,192.0,1096.608262910798,2007.0,2.5490195911828786
0,345,65.0,45.0,178.0,950.0,1900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
1,345,90.0,13.0,178.0,950.0,667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
0,345,65.0,44.0,143.0,950.0,2800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,6.643356596899604
0,345,65.0,45.0,178.0,950.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
0,345,65.0,45.0,178.0,950.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
0,346,90.0,95.0,235.0,227.0,3000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9659574426980534
0,346,90.0,119.0,235.0,227.0,3200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9659574426980534
0,346,90.0,120.0,235.0,227.0,3200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9659574426980534
0,346,90.0,95.0,235.0,227.0,3000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9659574426980534
1,347,65.0,89.0,153.0,390.0,800.0,8,2,19033.0610625,192.0,1096.608262910798,2007.0,2.5490195911828786
1,347,80.0,127.0,420.0,720.0,600.0,8,2,19033.0610625,384.0,1096.608262910798,2007.0,1.7142857102040816
1,347,80.0,65.0,420.0,720.0,688.0,8,2,19033.0610625,440.3,1096.608262910798,2007.0,1.7142857102040816
0,348,65.0,150.0,2143.0,582.0,3000.0,8,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.27158189441363423
0,349,90.0,125.0,230.0,227.0,3200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9869565174480152
0,349,65.0,89.0,126.0,154.0,3100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.2222222125220459
0,350,65.0,65.0,77.0,105.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.3636363459268008
1,351,65.0,4.0,178.0,950.0,133.0,7,6,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
1,351,65.0,65.0,178.0,950.0,1615.4307897071872,7,6,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
0,352,65.0,5.0,143.0,291.0,1200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.0349650207345102
0,352,65.0,5.0,143.0,291.0,1067.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.0349650207345102
1,353,80.0,42.0,169.0,289.0,460.0,8,5,19033.0610625,58.88,1096.608262910798,2007.0,1.71005916147894
1,353,65.0,38.0,144.0,314.0,580.0,8,5,19033.0610625,44.8,1096.608262910798,2007.0,2.1805555404128087
1,353,80.0,35.0,169.0,289.0,360.0,8,5,19033.0610625,23.04,1096.608262910798,2007.0,1.71005916147894
1,353,80.0,38.0,169.0,289.0,460.0,8,5,19033.0610625,29.44,1096.608262910798,2007.0,1.71005916147894
1,354,80.0,75.0,169.0,289.0,675.0,8,5,19033.0610625,92.8,1096.608262910798,2007.0,1.71005916147894
0,355,65.0,65.0,126.0,154.0,2600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.2222222125220459
0,356,65.0,35.0,111.0,293.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.6396396158591027
0,356,65.0,35.0,143.0,293.0,2600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.04895103462272
1,357,90.0,41.0,150.0,157.0,500.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.046666659688889
1,358,90.0,65.0,81.0,112.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.382716032312148
1,358,90.0,65.0,81.0,112.0,500.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.382716032312148
1,358,90.0,65.0,81.0,112.0,600.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.382716032312148
1,358,80.0,21.0,127.0,210.0,459.0,8,5,19033.0610625,29.38,1096.608262910798,2007.0,1.6535432940665882
1,358,90.0,65.0,81.0,112.0,500.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.382716032312148
1,359,80.0,20.0,169.0,289.0,470.0,8,5,19033.0610625,60.16,1096.608262910798,2007.0,1.71005916147894
0,360,65.0,45.0,126.0,154.0,1900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.2222222125220459
0,360,65.0,45.0,126.0,154.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.2222222125220459
0,360,65.0,45.0,126.0,154.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.2222222125220459
0,360,65.0,45.0,178.0,950.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
0,360,65.0,45.0,178.0,950.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,5.337078621701806
0,360,90.0,45.0,230.0,227.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9869565174480152
0,360,65.0,65.0,126.0,154.0,2700.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.2222222125220459
0,360,90.0,45.0,230.0,227.0,2600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9869565174480152
0,360,90.0,45.0,101.3,154.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.5202369050322122
0,360,90.0,45.0,230.0,227.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.9869565174480152
0,360,90.0,45.0,101.3,154.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.5202369050322122
1,361,130.0,65.0,73.0,950.0,300.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,13.013698451867144
1,361,110.0,65.0,73.0,950.0,400.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,13.013698451867144
1,362,180.0,65.0,80.0,8.0,200.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.09999999875000001
1,362,180.0,65.0,80.0,8.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.09999999875000001
0,363,65.0,19.0,77.0,105.0,1200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.3636363459268008
0,363,65.0,65.0,111.0,167.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.50450449095041
1,364,80.0,175.0,156.0,232.0,500.0,8,2,19033.0610625,240.0,1096.608262910798,2007.0,1.4871794776462854
1,364,80.0,65.0,156.0,232.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.4871794776462854
1,365,65.0,125.0,324.0,754.0,600.0,8,5,19033.0610625,336.0,1096.608262910798,2007.0,2.3271604866445665
1,365,65.0,65.0,324.0,754.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.3271604866445665
1,366,65.0,65.0,324.0,754.0,500.0,8,5,19033.0610625,240.0,1096.608262910798,2007.0,2.3271604866445665
1,366,65.0,50.0,324.0,754.0,500.0,8,5,19033.0610625,160.0,1096.608262910798,2007.0,2.3271604866445665
1,367,80.0,44.0,131.0,157.0,587.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.1984732732940973
1,368,80.0,150.0,420.0,720.0,601.0,8,2,19033.0610625,288.5,1096.608262910798,2007.0,1.7142857102040816
1,369,55.0,65.0,192.0,666.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,3.468749981933594
1,369,55.0,105.0,192.0,666.0,777.0,8,1,19033.0610625,497.3,99.46,2007.0,3.468749981933594
1,369,130.0,49.0,281.0,160.0,400.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.5693950157672776
1,369,130.0,40.0,281.0,160.0,473.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.5693950157672776
1,369,90.0,65.0,150.0,157.0,398.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.046666659688889
1,370,90.0,65.0,81.0,112.0,630.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.382716032312148
1,370,90.0,65.0,81.0,112.0,425.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.382716032312148
1,371,55.0,65.0,192.0,666.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,3.468749981933594
0,371,65.0,95.0,285.0,450.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.5789473628808866
0,371,65.0,95.0,285.0,450.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.5789473628808866
1,371,55.0,65.0,192.0,666.0,777.0,8,2,19033.0610625,497.3,99.46,2007.0,3.468749981933594
1,371,55.0,75.0,192.0,666.0,668.0,8,2,19033.0610625,427.5,85.5,2007.0,3.468749981933594
1,371,55.0,106.0,192.0,666.0,777.0,8,2,19033.0610625,497.3,99.46,2007.0,3.468749981933594
1,371,90.0,150.0,484.0,681.0,500.0,8,5,19033.0610625,268.8,1096.608262910798,2007.0,1.4070247904813538
1,372,90.0,65.0,100.0,105.0,635.0,9,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.0499999895
1,373,130.0,24.0,76.0,60.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.7894736738227148
0,374,45.0,130.0,2107.0,820.0,3000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.38917892720019986
1,374,80.0,50.0,230.0,312.0,500.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.3565217332325141
0,375,65.0,65.0,77.0,105.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.3636363459268008
1,375,90.0,65.0,150.0,157.0,587.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.046666659688889
1,376,65.0,25.0,86.0,210.0,567.0,9,5,19033.0610625,22.4,1096.608262910798,2007.0,2.441860436722553
1,376,65.0,25.0,86.0,210.0,567.0,9,5,19033.0610625,22.4,1096.608262910798,2007.0,2.441860436722553
1,376,65.0,65.0,86.0,210.0,1615.4307897071872,9,5,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.441860436722553
1,376,65.0,25.0,86.0,210.0,540.0,9,5,19033.0610625,20.8,1096.608262910798,2007.0,2.441860436722553
1,377,55.0,25.0,67.0,181.0,600.0,8,2,19033.0610625,48.0,1096.608262910798,2007.0,2.7014924969926493
1,377,55.0,50.0,67.0,181.0,600.0,8,2,19033.0610625,48.0,1096.608262910798,2007.0,2.7014924969926493
1,377,55.0,65.0,67.0,181.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.7014924969926493
1,378,65.0,135.0,324.0,754.0,650.0,8,5,19033.0610625,416.0,1096.608262910798,2007.0,2.3271604866445665
1,379,80.0,200.0,420.0,720.0,600.0,8,2,19033.0610625,384.0,1096.608262910798,2007.0,1.7142857102040816
1,379,65.0,35.0,153.0,390.0,650.0,8,2,19033.0610625,156.0,1096.608262910798,2007.0,2.5490195911828786
0,380,65.0,95.0,285.0,450.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2007.0,1.5789473628808866
0,381,65.0,10.0,111.0,293.0,1333.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2007.0,2.6396396158591027
1,382,130.0,49.0,289.0,160.0,400.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2007.0,0.5536332160773937
1,383,80.0,20.0,169.0,289.0,475.0,8,5,19033.0610625,60.8,1096.608262910798,2007.0,1.71005916147894
1,384,55.0,65.0,67.0,181.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.7014924969926493
1,385,65.0,65.0,240.0,505.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.1041666578993055
1,385,55.0,65.0,196.0,505.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.5765305990993337
1,386,65.0,65.0,85.0,180.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.117647033910035
0,387,65.0,95.0,285.0,450.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,387,65.0,95.0,285.0,450.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,387,65.0,65.0,285.0,450.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,388,65.0,89.0,126.0,154.0,3000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.2222222125220459
0,388,45.0,65.0,107.0,410.0,2833.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
0,388,65.0,45.0,77.0,122.0,2700.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.584415563838759
0,389,45.0,2.0,26.0,47.0,1334.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.807692238165683
0,389,45.0,2.0,26.0,47.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.807692238165683
0,389,45.0,2.0,26.0,47.0,1867.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.807692238165683
0,389,45.0,2.0,26.0,47.0,1100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.807692238165683
0,389,45.0,1.0,26.0,47.0,800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.807692238165683
0,390,65.0,65.0,77.0,105.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.3636363459268008
0,390,45.0,65.0,82.0,228.0,2533.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.7804877709696614
0,391,65.0,25.0,77.0,122.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.584415563838759
0,391,65.0,45.0,126.0,154.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.2222222125220459
0,391,65.0,45.0,126.0,154.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.2222222125220459
0,392,65.0,65.0,126.0,154.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.2222222125220459
0,393,65.0,95.0,285.0,450.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,393,65.0,95.0,285.0,450.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,393,65.0,95.0,285.0,450.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,393,65.0,95.0,285.0,450.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,394,65.0,45.0,77.0,122.0,2700.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.584415563838759
0,394,65.0,95.0,285.0,450.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,395,65.0,45.0,77.0,122.0,2800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.584415563838759
0,395,65.0,65.0,76.0,105.0,1866.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.381578929189751
0,395,45.0,5.0,107.0,410.0,1200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
0,396,65.0,17.0,63.0,94.0,1600.0,0,7,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.492063468379945
0,396,65.0,8.0,63.0,94.0,1300.0,0,7,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.492063468379945
0,396,65.0,5.0,63.0,94.0,1000.0,0,7,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.492063468379945
0,396,65.0,25.0,63.0,94.0,1800.0,0,7,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.492063468379945
0,396,65.0,8.0,63.0,94.0,1300.0,0,7,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.492063468379945
0,396,65.0,7.0,63.0,94.0,1200.0,0,7,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.492063468379945
0,397,65.0,35.0,178.0,950.0,1900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,397,65.0,35.0,178.0,950.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,397,65.0,32.0,178.0,950.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,397,65.0,8.0,77.0,122.0,1000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.584415563838759
1,397,55.0,65.0,470.0,1400.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.97872339791761
0,397,65.0,35.0,178.0,950.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
1,397,65.0,65.0,178.0,950.0,1615.4307897071872,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,397,65.0,35.0,178.0,950.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,398,45.0,3.0,26.0,47.0,1667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.807692238165683
0,398,45.0,4.0,25.96,47.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.8104775881942377
0,398,65.0,95.0,285.0,463.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.6245613978085565
1,398,65.0,65.0,144.0,314.0,1615.4307897071872,9,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.1805555404128087
1,398,55.0,65.0,121.0,314.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.595041300867427
0,398,45.0,3.0,26.0,47.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.807692238165683
0,398,45.0,8.0,25.96,47.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.8104775881942377
1,398,80.0,65.0,127.0,210.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.6535432940665882
1,399,55.0,65.0,192.0,666.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.468749981933594
0,400,45.0,25.0,81.0,274.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.38271600762079
0,400,45.0,25.0,81.0,274.0,2267.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.38271600762079
1,401,55.0,65.0,256.0,956.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.7343749854125976
1,401,55.0,150.0,256.0,956.0,625.0,8,1,19033.0610625,1000.0,200.0,2008.0,3.7343749854125976
1,401,65.0,236.0,576.0,1400.0,602.0,8,5,19033.0610625,622.1,77.76,2008.0,2.430555551335841
1,401,65.0,65.0,576.0,1400.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.430555551335841
1,401,65.0,182.0,576.0,1400.0,576.0,8,5,19033.0610625,476.9,59.62,2008.0,2.430555551335841
1,402,55.0,65.0,256.0,956.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.7343749854125976
1,402,55.0,150.0,256.0,956.0,750.0,8,2,19033.0610625,1200.0,240.0,2008.0,3.7343749854125976
1,402,55.0,110.0,256.0,956.0,625.0,8,2,19033.0610625,1000.0,200.0,2008.0,3.7343749854125976
1,403,55.0,55.0,178.0,950.0,725.0,8,2,19033.0610625,174.0,1096.608262910798,2008.0,5.337078621701806
0,404,45.0,44.0,107.0,950.0,3067.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,8.878504589920517
0,404,65.0,65.0,285.0,450.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,404,65.0,125.0,285.0,450.0,2500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,404,65.0,65.0,285.0,450.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
1,405,65.0,75.0,240.0,505.0,600.0,8,5,19033.0610625,192.0,1096.608262910798,2008.0,2.1041666578993055
1,405,65.0,75.0,324.0,754.0,500.0,8,5,19033.0610625,280.0,1096.608262910798,2008.0,2.3271604866445665
0,405,45.0,35.0,107.0,410.0,2800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
0,405,45.0,35.0,107.0,410.0,2533.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
0,405,45.0,25.0,107.0,410.0,2533.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
1,406,55.0,125.0,260.0,754.0,600.0,8,5,19033.0610625,336.0,1096.608262910798,2008.0,2.899999988846154
1,406,65.0,125.0,324.0,754.0,725.0,8,5,19033.0610625,448.0,1096.608262910798,2008.0,2.3271604866445665
1,406,65.0,125.0,324.0,754.0,600.0,8,5,19033.0610625,336.0,1096.608262910798,2008.0,2.3271604866445665
1,406,55.0,65.0,260.0,754.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.899999988846154
1,407,55.0,182.0,470.0,1400.0,576.0,8,5,19033.0610625,476.9,59.62,2008.0,2.97872339791761
1,408,110.0,640.0,333.0,302.0,470.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,0.9069069041834628
1,408,90.0,320.0,484.0,681.0,600.0,8,5,19033.0610625,345.6,1096.608262910798,2008.0,1.4070247904813538
1,408,65.0,640.0,324.0,754.0,500.0,8,5,19033.0610625,320.0,1096.608262910798,2008.0,2.3271604866445665
1,408,55.0,600.0,470.0,1400.0,648.0,8,5,19033.0610625,622.1,77.76,2008.0,2.97872339791761
1,408,90.0,640.0,484.0,681.0,600.0,8,5,19033.0610625,345.6,1096.608262910798,2008.0,1.4070247904813538
1,408,55.0,12.0,67.0,181.0,450.0,8,2,19033.0610625,36.0,1096.608262910798,2008.0,2.7014924969926493
1,408,55.0,640.0,470.0,1400.0,648.0,8,5,19033.0610625,622.1,77.76,2008.0,2.97872339791761
1,408,55.0,7.0,67.0,181.0,400.0,8,2,19033.0610625,32.0,1096.608262910798,2008.0,2.7014924969926493
1,409,55.0,151.0,256.0,956.0,750.0,8,2,19033.0610625,1200.0,240.0,2008.0,3.7343749854125976
1,410,65.0,12.0,144.0,314.0,450.0,8,5,19033.0610625,17.6,1096.608262910798,2008.0,2.1805555404128087
1,410,65.0,60.0,240.0,505.0,530.0,8,5,19033.0610625,127.2,1096.608262910798,2008.0,2.1041666578993055
1,410,65.0,65.0,324.0,754.0,500.0,8,5,19033.0610625,240.0,1096.608262910798,2008.0,2.3271604866445665
1,410,65.0,75.0,240.0,505.0,600.0,8,5,19033.0610625,192.0,1096.608262910798,2008.0,2.1041666578993055
1,410,65.0,45.0,144.0,314.0,625.0,9,5,19033.0610625,99.2,1096.608262910798,2008.0,2.1805555404128087
1,410,55.0,50.0,121.0,314.0,550.0,8,5,19033.0610625,89.6,1096.608262910798,2008.0,2.595041300867427
1,410,80.0,12.0,127.0,210.0,450.0,8,5,19033.0610625,35.2,1096.608262910798,2008.0,1.6535432940665882
1,410,65.0,65.0,240.0,505.0,500.0,8,5,19033.0610625,120.0,1096.608262910798,2008.0,2.1041666578993055
1,410,55.0,50.0,121.0,314.0,600.0,9,5,19033.0610625,96.0,1096.608262910798,2008.0,2.595041300867427
1,410,65.0,50.0,144.0,314.0,600.0,9,5,19033.0610625,96.0,1096.608262910798,2008.0,2.1805555404128087
1,410,65.0,40.0,144.0,314.0,550.0,9,5,19033.0610625,88.0,1096.608262910798,2008.0,2.1805555404128087
1,410,55.0,65.0,121.0,314.0,1615.4307897071872,9,5,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.595041300867427
1,410,55.0,40.0,121.0,314.0,500.0,8,5,19033.0610625,80.0,1096.608262910798,2008.0,2.595041300867427
1,411,80.0,50.0,127.0,210.0,459.0,8,5,19033.0610625,29.38,1096.608262910798,2008.0,1.6535432940665882
1,411,65.0,65.0,121.0,232.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.9173553560549144
0,411,45.0,45.0,2107.0,950.0,2267.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,0.4508780254148657
0,411,45.0,45.0,2107.0,950.0,2534.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,0.4508780254148657
1,411,65.0,150.0,121.0,232.0,500.0,8,2,19033.0610625,240.0,1096.608262910798,2008.0,1.9173553560549144
1,411,80.0,50.0,127.0,210.0,459.0,8,5,19033.0610625,29.38,1096.608262910798,2008.0,1.6535432940665882
0,411,65.0,22.0,77.0,122.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.584415563838759
1,412,55.0,30.0,67.0,181.0,594.0,8,2,19033.0610625,47.52,1096.608262910798,2008.0,2.7014924969926493
1,413,65.0,65.0,85.0,180.0,500.0,8,2,19033.0610625,40.0,1096.608262910798,2008.0,2.117647033910035
